Date,Stock,Open,High,Low,Close,Volume,Bullish,Neutral,Bearish,Price
2018-01-15,TCS,2777.15,2808.0,2735.05,2746.1,728607.0,0.541133,0.244973,0.213894,63.515
2018-01-15,TATAMOTORS,438.05,440.05,431.05,432.35,4042775.0,0.541133,0.244973,0.213894,63.515
2018-01-15,TATASTEEL,772.0,793.0,771.0,783.5,4171663.0,0.541133,0.244973,0.213894,63.515
2018-01-15,TATACOFFEE,170.3,171.3,168.2,168.5,464059.0,0.541133,0.244973,0.213894,63.515
2018-01-15,TITAN,909.0,921.9,897.7,918.25,2195562.0,0.541133,0.244973,0.213894,63.515
2018-01-16,TCS,2756.0,2861.65,2750.55,2850.85,2133876.0,0.541133,0.244973,0.213894,64.02
2018-01-16,TATAMOTORS,433.0,435.2,419.5,421.9,5623745.0,0.541133,0.244973,0.213894,64.02
2018-01-16,TATASTEEL,782.75,782.75,760.1,765.75,2791328.0,0.541133,0.244973,0.213894,64.02
2018-01-16,TATACOFFEE,168.5,169.0,161.5,162.6,700086.0,0.541133,0.244973,0.213894,64.02
2018-01-16,TITAN,927.0,927.5,882.6,889.4,2383484.0,0.541133,0.244973,0.213894,64.02
2018-01-17,TCS,2870.0,2925.0,2862.15,2888.95,2140403.0,0.541133,0.244973,0.213894,63.885
2018-01-17,TATAMOTORS,422.05,424.5,410.1,422.95,10204447.0,0.541133,0.244973,0.213894,63.885
2018-01-17,TATASTEEL,768.0,777.95,757.0,774.0,2988170.0,0.541133,0.244973,0.213894,63.885
2018-01-17,TATACOFFEE,163.0,163.0,158.25,159.7,905470.0,0.541133,0.244973,0.213894,63.885
2018-01-17,TITAN,892.8,895.55,862.5,893.1,2553841.0,0.541133,0.244973,0.213894,63.885
2018-01-18,TCS,2897.0,2933.0,2868.05,2918.2,1104739.0,0.541133,0.244973,0.213894,63.87
2018-01-18,TATAMOTORS,424.0,428.3,414.45,418.95,9579830.0,0.541133,0.244973,0.213894,63.87
2018-01-18,TATASTEEL,775.0,779.85,746.2,751.75,4616814.0,0.541133,0.244973,0.213894,63.87
2018-01-18,TATACOFFEE,160.25,162.95,154.1,156.4,774435.0,0.541133,0.244973,0.213894,63.87
2018-01-18,TITAN,897.75,903.6,875.0,885.85,1285534.0,0.541133,0.244973,0.213894,63.87
2018-01-19,TCS,2930.55,2982.0,2903.65,2959.3,910000.0,0.454545,0.305195,0.24026,63.83
2018-01-19,TATAMOTORS,415.2,421.95,415.05,418.05,3894062.0,0.454545,0.305195,0.24026,63.83
2018-01-19,TATASTEEL,752.5,762.0,742.5,753.0,3217972.0,0.454545,0.305195,0.24026,63.83
2018-01-19,TATACOFFEE,156.95,160.5,156.2,159.9,633628.0,0.454545,0.305195,0.24026,63.83
2018-01-19,TITAN,879.1,897.55,879.1,891.45,1483177.0,0.454545,0.305195,0.24026,63.83
2018-01-22,TCS,2961.0,3134.7,2922.0,3116.4,2183555.0,0.454545,0.305195,0.24026,63.89
2018-01-22,TATAMOTORS,419.05,424.4,418.45,421.9,4643782.0,0.454545,0.305195,0.24026,63.89
2018-01-22,TATASTEEL,752.0,756.4,747.35,752.2,3605727.0,0.454545,0.305195,0.24026,63.89
2018-01-22,TATACOFFEE,160.0,162.95,159.55,160.75,698033.0,0.454545,0.305195,0.24026,63.89
2018-01-22,TITAN,890.0,912.0,887.1,909.75,1495629.0,0.454545,0.305195,0.24026,63.89
2018-01-23,TCS,3114.95,3142.35,3090.05,3102.0,1619805.0,0.454545,0.305195,0.24026,63.76
2018-01-23,TATAMOTORS,422.8,422.8,414.75,418.0,6185011.0,0.454545,0.305195,0.24026,63.76
2018-01-23,TATASTEEL,752.0,787.1,752.0,779.75,8036841.0,0.454545,0.305195,0.24026,63.76
2018-01-23,TATACOFFEE,162.0,162.0,157.4,158.55,525620.0,0.454545,0.305195,0.24026,63.76
2018-01-23,TITAN,910.7,914.7,898.3,905.7,1747166.0,0.454545,0.305195,0.24026,63.76
2018-01-24,TCS,3090.0,3259.05,3082.65,3174.6,2810769.0,0.454545,0.305195,0.24026,63.66
2018-01-24,TATAMOTORS,416.0,416.25,402.65,403.6,10789570.0,0.454545,0.305195,0.24026,63.66
2018-01-24,TATASTEEL,780.5,780.6,757.15,762.1,4935129.0,0.454545,0.305195,0.24026,63.66
2018-01-24,TATACOFFEE,158.7,160.35,157.4,157.85,379578.0,0.454545,0.305195,0.24026,63.66
2018-01-24,TITAN,905.7,909.25,881.0,886.9,1109233.0,0.454545,0.305195,0.24026,63.66
2018-01-25,TCS,3175.0,3179.8,3081.0,3121.05,1916922.0,0.454545,0.305195,0.24026,63.515
2018-01-25,TATAMOTORS,403.45,407.65,398.0,400.3,16312167.0,0.454545,0.305195,0.24026,63.515
2018-01-25,TATASTEEL,765.0,773.1,758.25,769.15,8397681.0,0.454545,0.305195,0.24026,63.515
2018-01-25,TATACOFFEE,158.5,162.0,156.2,158.05,612084.0,0.454545,0.305195,0.24026,63.515
2018-01-25,TITAN,882.0,905.3,876.75,884.1,3104669.0,0.454545,0.305195,0.24026,63.515
2018-01-29,TCS,3131.4,3225.0,3122.0,3198.85,1570530.0,,,,63.6
2018-01-29,TATAMOTORS,402.5,405.9,398.1,399.25,5789602.0,,,,63.6
2018-01-29,TATASTEEL,771.0,791.8,770.15,783.15,6508012.0,,,,63.6
2018-01-29,TATACOFFEE,157.0,158.0,149.6,150.5,967328.0,,,,63.6
2018-01-29,TITAN,887.4,901.5,880.5,896.2,1151570.0,,,,63.6
2018-01-30,TCS,3180.0,3203.8,3143.7,3152.85,787379.0,,,,63.69
2018-01-30,TATAMOTORS,400.0,402.3,395.0,395.85,6963005.0,,,,63.69
2018-01-30,TATASTEEL,780.6,783.9,771.25,775.85,6019374.0,,,,63.69
2018-01-30,TATACOFFEE,152.0,152.2,144.8,145.5,862024.0,,,,63.69
2018-01-30,TITAN,899.25,911.6,878.35,884.15,2101888.0,,,,63.69
2018-01-31,TCS,3137.0,3150.0,3098.6,3112.35,1521607.0,,,,63.55
2018-01-31,TATAMOTORS,395.5,400.95,395.25,399.5,5111454.0,,,,63.55
2018-01-31,TATASTEEL,735.5,747.9,701.7,705.05,12958902.0,,,,63.55
2018-01-31,TATACOFFEE,146.45,147.35,142.55,142.95,715588.0,,,,63.55
2018-01-31,TITAN,883.0,884.95,859.4,869.55,1431670.0,,,,63.55
